Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0317376","C","Hnětynka, P. - Plášil, František","Plášil, František","2","2","1","","Hnětynka, P.; Plášil, František. The power of MOF-based meta-modeling of components. In Advanced Software Engineering & Its Applications Los Alamitos: IEEE Computer Society, 2008, s. 67-72. ISBN 978-0-7695-3432-9. [ASEA 2008. International Conference on Advanced Software Engineering & Its Applications, Hainan Island, 13.12.2008-15.12.2008, CN].","In Advanced Software Engineering & Its Applications. Los Alamitos: IEEE Computer Society, 2008, s. 67-72","","978-0-7695-3432-9","US","eng","6","","1ET400300504:GA AV ČR","","CEZ:AV0Z10300504","The power of MOF-based meta-modeling of components","Síla na MOFu založených meta-modelů pro komponenty","component based systems - architecture modeling - model-driven development","To allow comfortable and easy development, component systems have to provide a rather a big set of development supporting tools including at least a tool for composition and repository for storing and retrieving components. In this paper, we evaluate and present advantages of using MOF and meta-modeling during definition of component system and also during development of the supporting tools. Most of the presented arguments are based on a broad practical experience with designing the component systems SOFA and SOFA 2; the former designed in the classical ad hoc manual way, while the latter via meta-modeling.","","Aby komponentový systém umožnil snadný vývoj aplikací, je třeba aby vývojářům poskytnul dostatečně širokou množinu vývojových nástrojů, které budou zahrnovat alespoň nástroj pro kompozici komponent a úložiště pro ukládání a opětovné získávání komponent. Tento článek vyhodnocuje výhody používání technologie MOF během definování komponentového systému a zejména během vývoje vývojových nástrojů. Prezentované výhody jsou založeny na praktických zkušenostech získaných během návrhu a vývoje komponentových systémů SOFA a SOFA 2, kde SOFA systém byl navržen klasickým způsobem kdežto SOFA 2 pomocí technologie MOF.","JC","","","ASEA 2008. International Conference on Advanced Software Engineering & Its Applications. Hainan Island (CN), 13.12.2008-15.12.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","10.1109/ASEA.2008.31","wos:000263207400013","","http://hdl.handle.net/11104/0167038","","","","","","","","","","","",""
"0317215","C","Parízek, P. - Plášil, František","Plášil, František","2","2","1","","Parízek, P.; Plášil, František. Modeling of Component Environment in Presence of Callbacks and Autonomous Activities. In Paige, R.F.; Meyer, B. (ed.). Objects, Components, Models and Patterns Berlin: Springer-Verlag, 2008, s. 2-21. Lecture Notes in Business Information Processing, 11. ISBN 978-3-540-69823-4. [TOOLS EUROPE 2008. International Conference on Objects, Models, Components, Patterns /46./, Zurich, 30.06.2008-04.07.2008, CH].","In Paige, R.F.; Meyer, B. (ed.). Objects, Components, Models and Patterns. Berlin: Springer-Verlag, 2008, s. 2-21. Lecture Notes in Business Information Processing, 11","","978-3-540-69823-4","DE","eng","20","","","GA201/06/0770:GA ČR:CZ","CEZ:AV0Z10300504","Modeling of Component Environment in Presence of Callbacks and Autonomous Activities","Modelování komponentového prostředí za výskytu zpětných volání a autonomních aktivit","assume-guarantee reasoning - behavior protocols - modeling of environment behavior - callbacks - autonomous activities","A popular approach to compositional verification of component-based applications is based on the assume-guarantee paradigm, where an assumption models behavior of an environment for each component. Component applications often involve complex interaction patterns such as callbacks and autonomous activities that can be properly modeled only by a formalism that (i) supports independent atomic events for method invocation and return from a method and (ii) allows to specify interleaving of events on component's provided and required interfaces. This paper attempts to answer the question whether a model involving only events on provided interfaces (calling protocol) could be valid under certain constraints on component behavior. The key contribution are the constraints on interleaving of events related to callbacks and autonomous activities, which are expressed via syntactical patterns, and evaluation of the proposed constraints on real-life component applications.","","Populární přístup ke kompoziční verifikaci komponentových aplikací je založen na principu assume-guarantee (předpoklad-záruka), kde předpoklad modeluje chování prostředí pro každou komponentu. Realistické komponentové aplikace často zahrnují složité vzory komunikace jako callbacky a autonomní aktivity, které mohou být přesně modelovány pouze formalismem, který (i) podporuje nezávislé atomické události pro volání metod a návraty z metod a (ii) dovoluje specifikaci explicitních proložení událostí na poskytovaných a požadovaných rozhraních komponenty. Tento článek se pokouší zodpovědět otázku, zda  model zahrnující pouze události na poskytovaných rozhraních (volací protokol) může být korektní při nějakých omezeních na chování komponent. Hlavním přínosem jsou omezení na proložení událostí vztažených ke callbackům a autonomním aktivitám, které jsou vyjádřeny pomocí syntaktických vzorů, a zhodnocení navržených omezení na realistických komponentových aplikacích.","JC","","","TOOLS EUROPE 2008. International Conference on Objects, Models, Components, Patterns /46./. Zurich (CH), 30.06.2008-04.07.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","2","10.1007/978-3-540-69824-1_2","wos:000257465300002","","http://hdl.handle.net/11104/0166917","","","","","","","","","","","",""
"0317200","C","Bureš, Tomáš - Malohlava, M. - Hnětynka, P.","Bureš, Tomáš","3","3","1","","Bureš, Tomáš; Malohlava, M.; Hnětynka, P. Using DSL for Automatic Generation of Software Connectors. In Composition-Based Software Systems Los Alamitos: IEEE Computer Society, 2008, s. 138-147. ISBN 978-0-7695-3091-8. [ICCBSS 2008. International Conference on Composition-Based Software Systems /7./, Madrid, 25.02.2008-29.02.2008,, ES].","In Composition-Based  Software Systems. Los Alamitos: IEEE Computer Society, 2008, s. 138-147","","978-0-7695-3091-8","US","eng","10","","1ET400300504:GA AV ČR","","CEZ:AV0Z10300504","Using DSL for Automatic Generation of Software Connectors","Použití DSL pro automatické generování softwarových konektorů","component based systems - software connectors - code generation - domain-specific languages","Component-based engineering is a recognized paradigm, which models an application as a collection of reusable components containing only business logic and communicating only via well-defined interfaces. In modern component systems, the  communication paths among components are realized by software connectors, which allow explicit modeling of the communication and ease its implementation, especially due to possibility of automatic connector  generation. However, connector generation is a complex task mainly due to wide semantic gap between the abstract specification of a connector at design time and its implementation. In this paper, we present an approach to generating implementations of software connectors. The approach is based on a new domain specific language for describing templates of connector implementations and a transformation framework using the Stratego/XT term rewriting system for generating source code of connectors.","","Komponentově orientované softwarové inženýrství představuje zavedené paradigma, jehož podstatou je model aplikace sestávající z mnoha komponent, které  obsahují pouze aplikační logiku a komunikují pouze prostřednictvím dobře definovaných rozhraní. V moderních komponentových systémech jsou komunikační cesty mezi komponentami realizovány pomocí konektorů, které umožňují modelování komunikace odděleně od aplikační logiky a zjednodušují implementaci komunikačních cest, především díky možnosti automatického generování implementačního kódu konektorů. To samo o sobě představuje netriviální úlohu, především z důvodu široké sémantické mezery mezi abstraktní specifikací konektoru ve fázi návrhu a jeho spustitelnou implementací. V článku představujeme přístup k řešení tohoto problému založený na využití doménového jazyka pro popis šablon implementací konektorů a jejich následné transformace na zdrojový kód s využitím transformačního frameworku Stratego/XT.","JC","","kolize09 grant  ITEA/EUREKA(EU) OSIRIS S!2023","ICCBSS 2008. International Conference on Composition-Based Software Systems /7./. Madrid (ES), 25.02.2008-29.02.2008,","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","10.1109/ICCBSS.2008.17","wos:000265180200014","2-s2.0-49649094268","http://hdl.handle.net/11104/0004929","","","","","","","","","","","",""
"0317133","C","Plšek, A. - Adámek, Jiří","Adámek, Jiří","2","2","1","","Plšek, A.; Adámek, Jiří. Carmen: Software Component Model Checker. In Becker, S.; Plášil, F.; Reussner, R. (ed.). Quality of Software Architectures. Models and Architectures Berlin: Springer, 2008, s. 71-85. Lecture Notes in Computer Science, 5281. ISBN 978-3-540-87878-0. [QoSA 2008. International Conference on the Quality of Software Architectures /4./, Karlsruhe, 14.10.2008-17.10.2008, DE].","In Becker, S.; Plášil, F.; Reussner, R. (ed.). Quality of Software Architectures. Models and Architectures. Berlin: Springer, 2008, s. 71-85. Lecture Notes in Computer Science, 5281","","978-3-540-87878-0","DE","eng","15","","","GA201/08/0266:GA ČR:CZ - Flex-eWare:ANR/RNTL:FR - Interuniversity Attraction Poles Programme:Belgian Science Policy:BE","CEZ:AV0Z10300504","Carmen: Software Component Model Checker","Carmen: Model checker softwarových komponent","software components - behavior specification - model-checking","The challenge of model checking of isolated software components becomes more and more relevant with the boom of component-oriented technologies. An important issue here is how to verify an open model representing an isolated software component (also referred  as the missing environment problem in).  In this paper, we propose on-the-fly simulation of the component environment to address the issue. We employ behavior protocols and  a system coordinating two model checkers: Java PathFinder and BPChecker. This approach allows us to enclose the model representing the behavior of a given component and consequently to exhaustively  verify the model. Our solution was implemented as the Carmen tool.  We demonstrate scalability of our approach on real-life examples and  show that, in comparison with the COMBAT model checker, we  bring better performance, and also exhaustive and correct verification.","","Verifikace chování izolovaných softwarových komponent představuje problém, jehož význam roste s nástupem technologií orientovaných na komponenty a jejich skládání jako způsob tvorby složitých softwarových systémů. Specifickým problémem je verifikace otevřeného modelu chování izolované komponenty, tj. Komponenty, která není součástí žádné aplikace. V článku navrhujeme řešení tohoto problému pomocí simulace chybějícího prostředí během verifikace. K popisu chování používáme protokoly chování (tzv. behavior protocols) a systém, který umožňuje koordinovat dva model checkery: Java PathFinder a BPChecker. Tento postup nám umožňuje zapouzdřit model reprezentující chování komponenty a jeho následnou verifikaci. Řešení bylo implementováno v softwarovém nástroji Carmen. V článku rovněž ukazujeme škálovatelnost našeho řešení na reálných problémech, přičemž ve srovnání s model checkerem COMBAT dosahujeme vyššího výkonu a verifikaci celého stavového prostoru chování komponenty.","JC","","","QoSA 2008. International Conference on the Quality of Software Architectures /4./. Karlsruhe (DE), 14.10.2008-17.10.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","10.1007/978-3-540-87879-7_5","wos:000260962900005","","http://hdl.handle.net/11104/0166859","","","","","","","","","","","",""
"0317131","C","Parízek, P. - Adámek, Jiří","Adámek, Jiří","2","2","1","","Parízek, P.; Adámek, Jiří. Checking Session-Oriented Interactions between Web Services. In 34th Euromicro Conference Software Engineering and Advanced Applications Los Alamitos: IEEE Computer Society, 2008, s. 3-10. ISBN 978-0-7695-3276-9. [SEAA 2008. EUROMICRO Conference on Software Engineering and Advanced Applications /34./, Parma, 03.09.2008-05.09.2008, IT].","In 34th Euromicro Conference Software Engineering and Advanced Applications. Los Alamitos: IEEE Computer Society, 2008, s. 3-10","","978-0-7695-3276-9","US","eng","8","","1ET400300504:GA AV ČR","","CEZ:AV0Z10300504","Checking Session-Oriented Interactions between Web Services","Ověřování relačně-omezené komunikace mezi webovými službami","web services - BPEL - session-oriented  interactions - behavior protocols - model checking","Although web services are generally envisioned as being stateless, some of them are implicitly stateful, because web services often work as front-ends to enterprise systems and are used in a session-oriented way by the clients. Unlike stateless services, a stateful web service imposes constraints on the order in which the operations of the service may be invoked. However, specification of such constraints is not a standard part of a web service interface, and compliance with such constraints is not checked by the standard web service development tools. In this paper, we propose an extension to a web service interface consisting of a constraint definition based on behavior protocols. We also describe a tool that checks whether a given BPEL code complies with the constraints of all stateful web services it communicates with. The key idea behind the tool is to translate the BPEL code into Java and then to check the Java program using Java PathFinder with behavior protocol extension.","","Přestože webové služby jsou obecně viděny jako bezstavové, některé z nich jsou implicitně stavové. Důvodem jě to, že webové služby často pracují jako front-end k podnikovým systémům a jsou používány jejich klienty relačním způsobem. Narozdíl od bezstavových služeb, pro stavovou službu existují omezení na pořadí, ve kterém operace dané služby mohou být volány. Nicméně, specifikace takových omezení není standardní součástí rozhraní webové služby, a korespondence s těmi omezeními není ověřována běžnými nástroji pro vývoj webových služeb. V tomto článku navrhujeme rozšířit rozhraní webových služeb pomocí definice omezení, která je založena na protokolech chování. Dále jsme implementovali nástroj pro ověřování, jestli BPEL kód splňuje omezení všech stavových webových služeb, se kterými komunikuje. Hlavní myšlenka je překlad BPEL kódu do jazyka Java a ověřování Java programu pomocí nástroje Java PathFinder s rozšířením pro protokoly chování.","JC","","kolize09 grant TEA/EUREKA(EU) OSIRIS S!2023","SEAA 2008. EUROMICRO Conference on Software Engineering and Advanced Applications /34./. Parma (IT), 03.09.2008-05.09.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","10.1109/SEAA.2008.11","wos:000262984400001","","http://hdl.handle.net/11104/0166858","","","","","","","","","","","",""
"0317129","C","Adámek, Jiří - Hnětynka, P.","Adámek, Jiří","2","2","1","","Adámek, Jiří; Hnětynka, P. Perspectives in Component-based Software Engineering. In Proceedings of ICSE 2008 Workshop on Software Engineering in East and South Europe New York: ACM, 2008, s. 34-42. ISBN 978-1-60558-076-0. [SEESE 2008. Workshop on Software Engineering in East and South Europe, Leipzig, 10.05.2008-12.05.2008, DE].","In Proceedings of ICSE 2008 Workshop on Software Engineering in East and South Europe. New York: ACM, 2008, s. 34-42","","978-1-60558-076-0","US","eng","9","","","","CEZ:AV0Z10300504","Perspectives in Component-based Software Engineering","Vyhlídky v komponentově orientovaném softwarovém inženýrství","components - formal verification - research cooperation - software architecture","Component-based software engineering (CBSE) has become a commonly used development technique. Using it, applications are composed of reusable components with well defined interfaces and behavior. Currently, in the scope of CBSE, research has been driven in huge number of directions and by many research teams. Naturally, such conditions are ideal for mutual cooperation and collaboration. In this paper, we describe our experience with research cooperation, especially in the scope of Europe. We present experience gained during recent joint projects, in which we have participated. Also, we present our research areas and topics and ongoing work on them.","","Skládání aplikací z předem připravených komponent s dobře definovaným rozhraním a chováním dnes představuje běžně používaný způsob vývoje software. Oblast komponentově orientovaného softwarového inženýrství je v současné době středem zájmu mnoha výzkumných skupin, které posouvají hranice poznání v mnoha různých směrech. To samozřejmě představuje ideální podmínky pro vzájemnou spolupráci mezi různými týmy. V článku popisujeme naši zkušenost se spoluprací s výzkumnými týmy v rámci Evropy, kterou jsme získali účastí v nedávných, společně řešených, evropských projektech. Rovněž popisujete aktuální oblasti a témata výzkumu spojených s komponentově orientovaným softwarovým inženýrstvím a náš výzkum v těchto oblastech.","JC","UT ISI","kolize09 grant TEA/EUREKA(EU) OSIRIS S!2023","SEESE 2008.  Workshop on Software Engineering in East and South Europe. Leipzig (DE), 10.05.2008-12.05.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","10.1145/1370868.1370875","","","http://hdl.handle.net/11104/0166857","","","","","","","","","","","",""
"0317117","J","Sycara, K. - Vaculín, Roman","Vaculín, Roman","2","2","1","","Sycara, K.; Vaculín, Roman. Process Mediation, Execution Monitoring and Recovery for Semantic Web Services. Bulletin of the Technical Committee on Data Engineering 2008, roč. 31, č. 3, s. 14-18. ISSN N.","Bulletin of the Technical Committee on Data Engineering. 2008, roč. 31, č. 3, s. 14-18","","N","US","eng","5","","GD201/05/H014:GA ČR - ME08095:GA MŠk","","CEZ:AV0Z10300504","Process Mediation, Execution Monitoring and Recovery for Semantic Web Services","Procesní mediace, monitorování a zotavení sémantických webových služeb","process mediation of semantic web services - semantic web services - OWL-S","In this paper we introduce an Abstract Process Mediation Framework that establishes the process mediation in the wider context including data mediation, service invocation, service monitoring and recovery, and discovery of external services. A brief overview of our approach is given for the aforementioned parts of the APMF framework.","","V článku prezentujeme abstraktní framework pro procesní mediaci, který definuje procesní mediaci jako součást širšího kontextu zahrnujícího datovou mediaci, invokaci služeb, monitorování, zotavení se z chyb a vyhledávání externích webových služeb. Článek poskytuje stručný přehled řešení jednotlivých výše zmíněných součástí definovaných frameworkem APMF.","IN","","cena09 kolize09 grant DARPA(US) FA865006C7606; France Telecom(FR) *** atestace2013ne","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","","","http://hdl.handle.net/11104/0166852","","","","","","","","","","","",""
"0317083","C","Neruda, Roman - Slušný, Stanislav - Vidnerová, Petra","Neruda, Roman - Slušný, Stanislav - Vidnerová, Petra","3","3","3","","Neruda, Roman; Slušný, Stanislav; Vidnerová, Petra. Two Learning Approaches to Maze Exploration: Case Study with E-puck Mobile Robots. In World Congress on Engineering and Computer Science Hong Kong: Newswood Limited, 2008, s. 655-660. Lecture Notes in Engineering and Computer Science. ISBN 978-988-98671-0-2. [WCECS 2008. World Congress on Engineering and Computer Science, San Francisco, 22.10.2008-24.10.2008, US].\\nhttp://www.iaeng.org/publication/WCECS2008/WCECS2008_pp655-660.pdf","In World Congress on Engineering and Computer Science. Hong Kong: Newswood Limited, 2008, s. 655-660. Lecture Notes in Engineering and Computer Science","","978-988-98671-0-2","US","eng","6","","1M0567:GA MŠk","","CEZ:AV0Z10300504","Two Learning Approaches to Maze Exploration: Case Study with E-puck Mobile Robots","Dva přístupy k učení úlohy prohledávání bludiště: příkladová studie s mobilními roboty E-puck","evolutionary robotics - reinforcement learning - maze exploration","A case study with experimental mobile E-puck robots trained to explore an unknown maze is presented. Learning phase is done off-line in a software simulator, while the evaluation is made both in software simulation of different maze and with physical robots.","","Je prezentována příkladová studie s mobilními roboty E-puck, které jsou trénovány na úlohu prozkoumání neznámého bludiště. Učící fáze je realizována off-line v softwarovém simulátoru, evaluace je jak softwarová, tak i s fyzickými roboty.","IN","","","WCECS 2008. World Congress on Engineering and Computer Science. San Francisco (US), 22.10.2008-24.10.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","wos:000263417100123","","http://hdl.handle.net/11104/0166827","","","","","","","","","","","",""
"0317033","C","Wiedermann, Jiří - Petrů, L.","Wiedermann, Jiří","2","2","1","","Wiedermann, Jiří; Petrů, L. Communicating Mobile Nano-Machines and Their Computational Power. In Nano-Net 2008 Gent: ICST, 2008, s. 1-8. ISBN 978-963-9799-37-0. [Nano-Net 2008. International Conference on Nano-Networks /3./, Boston, 14.09.2008-16.09.2008, US].","In Nano-Net 2008. Gent: ICST, 2008, s. 1-8","","978-963-9799-37-0","BE","eng","8","","1ET100300419:GA AV ČR - GD201/05/H014:GA ČR","","CEZ:AV0Z10300504","Communicating Mobile Nano-Machines and Their Computational Power","Mobilní komunikační nano-mašiny a jejich výpočetní síla","molecular communication - nanomachines - timed probabilistic automata - communication protocol - universal computing","A computational model of molecularly communicating mobile nanomachines is defined. Nanomachines are modeled by a variant of finite-state automata - so-called timed probabilistic automata - augmented by a severely restricted communication mechanism capturing the main features of molecular communication. We show that for molecular communication among such motile machines an asynchronous  stochastic protocol originally designed for wireless (radio) communication in so-called amorphous computers with static computational units  can also be used. We design an algorithm that using the previous protocol, randomness and timing delays selects with a high probability a leader from among sets of anonymous candidates. This enables a probabilistic simulation of one of the simplest known model of a programmable computer - so-called counter automaton - proving that networks of mobile nanomachines possess universal computing power.","","Je navržen výpočetní model molekulárně komunikujících mobilních nano-mašin. Nano-mašiny jsou modelovány pomocí jistého druhu konečných automatů - tzv. probabilistických automatů s časovačem. Tyto automaty jsou dále rozšířeny o jednoduchý, značně omezený komunikační mechanismus jenž modeluje hlavní rysy molekulární komunikace. Hlavním výsledkem je důkaz univerzální výpočetní síly sítí skládajících se ze shora popsaných výpočetních elementů.","IN","UT ISI ma prispevek ze stejne konference v Selected papers, sysno 0327440","","Nano-Net 2008.  International Conference on Nano-Networks /3./. Boston (US), 14.09.2008-16.09.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","1","","","","http://hdl.handle.net/11104/0166788","","","","","","","","","","","",""
"0317009","C","Vlček, Jan - Lukšan, Ladislav","Vlček, Jan - Lukšan, Ladislav","2","2","2","","Vlček, Jan; Lukšan, Ladislav. Limited-Memory Variable Metric Methods based on Invariant Matrices. In Chleboun, J.; Přikryl, P.; Segeth, K.; Vejchodský, T. (ed.). Programs and Algorithms of Numerical Mathematics Praha: MÚ AV ČR, v.v.i, 2008, s. 226-231. ISBN 978-80-85823-55-4. [Programs and Algorithms of Numerical Mathematics /14./, Dolní Maxov, 01.06.2008-06.06.2008, CZ].\\nhttp://www.math.cas.cz/~panm/Panm14/proceedings/PANM14proc.pdf","In Chleboun, J.; Přikryl, P.; Segeth, K.; Vejchodský, T. (ed.). Programs and Algorithms of Numerical Mathematics. Praha: MÚ AV ČR, v.v.i, 2008, s. 226-231","","978-80-85823-55-4","CZ","eng","6","","IAA1030405:GA AV ČR","","CEZ:AV0Z10300504","Limited-Memory Variable Metric Methods based on Invariant Matrices","Metody s proměnnou metrikou s omezenou pamětí, založené na invariantních maticích","unconstrained optimization - large-scale optimization - variable metric methods - limited-memory methods - quadratic termination property - invariance property - numerical results","A new class of limited-memory variable metric methods for unconstrained minimization is described. Approximations of inverses of Hessian matrices are based on matrices which are invariant with respect to a linear transformation. As these matrices are singular, they are adjusted for a computation of direction vectors. The methods have the quadratic termination property, which means that they will find a minimum of a strict quadratic function with an exact choice of a step-length after a finite number of steps. Numerical experiments show the efficiency of this method.","","Je popsána nová třída metod s proměnnou metrikou s omezenou pamětí pro nepodmíněnou minimalizaci. Aproximace inverzních Hessových matic jsou založeny na maticích, invariantních vzhledem k lineární transformaci. Protože tyto matice jsou singulární, pro výpočet směrových vektorů se korigují. Metody mají vlastnost kvadratického ukončení, tj. pro přesný výběr délky kroku najdou minimum ryze konvexní kvadratické funkce po konečném počtu kroků. Numerické výsledky ukazují efektivitu metod.","BA","UTISI","","Programs and Algorithms of Numerical Mathematics /14./. Dolní Maxov (CZ), 01.06.2008-06.06.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","wos:000290967400027","","http://hdl.handle.net/11104/0166771","","","","","","","","","","","",""
"0317007","C","Lukšan, Ladislav - Matonoha, Ctirad - Vlček, Jan","Lukšan, Ladislav - Matonoha, Ctirad - Vlček, Jan","3","3","3","","Lukšan, Ladislav; Matonoha, Ctirad; Vlček, Jan. On Lagrange Multipliers of Trust-Region Subproblems. In Chleboun, J.; Přikryl, P.; Segeth, K.; Vejchodský, T. (ed.). Programs and Algorithms of Numerical Mathematics Praha: MÚ AV ČR, v.v.i, 2008, s. 130-137. ISBN 978-80-85823-55-4. [Programs and Algorithms of Numerical Mathematics /14./, Dolní Maxov, 01.06.2008-06.06.2008, CZ].\\nhttp://www.math.cas.cz/~panm/Panm14/proceedings/PANM14proc.pdf","In Chleboun, J.; Přikryl, P.; Segeth, K.; Vejchodský, T. (ed.). Programs and Algorithms of Numerical Mathematics. Praha: MÚ AV ČR, v.v.i, 2008, s. 130-137","","978-80-85823-55-4","CZ","eng","8","","IAA1030405:GA AV ČR - GP201/06/P397:GA ČR","","CEZ:AV0Z10300504","On Lagrange Multipliers of Trust-Region Subproblems","O Lagrangeových multiplikátorech v metodách s lokálně omezeným krokem","unconstrained optimization - large-scale optimization - trust-region methods - conjugate gradients - Krylov subspaces","Trust-region methods are globally convergent techniques widely used, for example, in connection with the Newton's method for unconstrained optimization. One of the most commonly-used iterative approaches for solving the trust-region subproblems is the Steihaug-Toint method which is based on conjugate gradient iterations and seeks a solution on Krylov subspaces. The paper contains new theoretical results concerning properties of Lagrange multipliers obtained on these subspaces.","","Metody s lokálně omezeným krokem jsou globálně konvergentní metody, které se hojně používají například ve spojení s Newtonovou metodou pro neomezenou optimalizaci. Jednou z nejčastěji používaných iteračních metod je Steihaugova-Tointova metoda, která je založena na sdružených gradientech a hledá řešení daného podproblému na Krylovových podprostorech. Článek obsahuje nové teoretické výsledky týkající se vlastností Lagrangeových multiplikátorů získaných na těchto podprostorech.","BA","UTISI","","Programs and Algorithms of Numerical Mathematics /14./. Dolní Maxov (CZ), 01.06.2008-06.06.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","wos:000290967400016","","http://hdl.handle.net/11104/0166769","","","","","","","","","","","",""
"0317006","C","Lukšan, Ladislav - Matonoha, Ctirad - Vlček, Jan","Lukšan, Ladislav - Matonoha, Ctirad - Vlček, Jan","3","3","3","","Lukšan, Ladislav; Matonoha, Ctirad; Vlček, Jan. Primal Interior Point Method for Generalized Minimax Functions. In Chleboun, J.; Přikryl, P.; Segeth, K.; Vejchodský, T. (ed.). Programs and Algorithms of Numerical Mathematics Praha: MÚ AV ČR, v.v.i, 2008, s. 138-149. ISBN 978-80-85823-55-4. [Programs and Algorithms of Numerical Mathematics /14./, Dolní Maxov, 01.06.2008-06.06.2008, CZ].\\nhttp://www.math.cas.cz/~panm/Panm14/proceedings/PANM14proc.pdf","In Chleboun, J.; Přikryl, P.; Segeth, K.; Vejchodský, T. (ed.). Programs and Algorithms of Numerical Mathematics. Praha: MÚ AV ČR, v.v.i, 2008, s. 138-149","","978-80-85823-55-4","CZ","eng","12","","IAA1030405:GA AV ČR - GP201/06/P397:GA ČR","","CEZ:AV0Z10300504","Primal Interior Point Method for Generalized Minimax Functions","Metody vnitřních bodů pro zobecněnou minimaxovou optimalizaci","unconstrained optimization - large-scale optimization - nonsmooth optimization - generalized minimax optimization - interior-point methods - modified Newton methods - variable metric methods - global convergence - computational experiments","A new class of primal interior point methods for generalized minimax optimization is described. These methods use besides a standard logarithmic barrier function also barrier functions bounded from below which have more favourable properties for investigation of global convergence. It deals with descent direction methods, where an approxmation of the Hessian matrix is computed by gradient differences or quasi-Newton updates. Two-level optimization is used. A direction vector is computed by a Choleski decompostition of a sparse matrix. Numerical experiments concerning two basic applications, minimization of a point maximum and a sum of absolute values of smooth functions, are presented.","","Je popsána nová třída primárních metod vnitřních bodů pro zobecněnou minimaxovou optimalizaci. Tyto metody používají kromě standardní logaritmické barierové funkce též zdola omezené barierové funkce, které mají příznivější vlastnosti pro vyšetřování globální konvergence. Jde o metody spádových směrů, kde se aproximace Hessovy matice počítá buď pomocí diferencí gradientů nebo pomocí kvazinewtonovských aktualizací. Používá se dvojúrovňová optimalizace. Směrový vektor se počítá pomocí Choleského rozkladu řídké matice. Jsou uvedeny numerické experimenty týkající se dvou základních aplikací, minimalizace bodového maxima a součtu absolutních hodnot hladkých funkcí.","BA","UTISI","","Programs and Algorithms of Numerical Mathematics /14./. Dolní Maxov (CZ), 01.06.2008-06.06.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","wos:000290967400017","","http://hdl.handle.net/11104/0166768","","","","","","","","","","","",""
