Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0404010","C","Frydrych, D. - Novák, J. - Mužák, Jiří - Pisková, E. - Smetana, R.","Mužák, Jiří","5","5","1","","Frydrych, D.; Novák, J.; Mužák, Jiří; Pisková, E.; Smetana, R. Numerical Simulation of Control of Remediation of Uranium Deposit Stráž. In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000 Bratislava: Vydavateĺstvo STU, 2000, s. 130-135. ISBN 80-227-1391-0. [ALGORITMY 2000. Conference on Scientific Computing /15./, Podbanské, 10.09.2000-15.09.2000, SK].","In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000. Bratislava: Vydavateĺstvo STU, 2000, s. 130-135","","80-227-1391-0","SK","eng","6","","GA105/00/1089:GA ČR - GA205/00/0480:GA ČR","","AV0Z1030915","Numerical Simulation of Control of Remediation of Uranium Deposit Stráž","","","The contamination of groundwater of cretaceous collectors in Stráž block of Northbohemian cretaceous table. In the cenomanian collector there is now more than 4.8 mil. tons total dissolved solids (TDS).Complex 3D Transport-Reaction Model is divided into two separate parts. Flow model based on a primary formulation of finite element method and flow model based on mixed-hybrid formulation of finite element method. Pre-calculated advective velocity field in the area.","","","BA","","","ALGORITMY 2000. Conference on Scientific Computing /15./. Podbanské (SK), 10.09.2000-15.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124291","","1","","","","","","","","","",""
"0404009","C","Maryška, Jiří - Mužák, Jiří - Severýn, O. - Šembera, J.","Maryška, Jiří - Mužák, Jiří","4","4","2","","Maryška, Jiří; Mužák, Jiří; Severýn, O.; Šembera, J. Mathematical Modelling of the Inter-Collector Transfer of Water Contaminants. In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000 Bratislava: Vydavateĺstvo STU, 2000, s. 120-129. ISBN 80-227-1391-0. [ALGORITMY 2000. Conference on Scientific Computing /15./, Podbanské, 10.09.2000-15.09.2000, SK].","In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000. Bratislava: Vydavateĺstvo STU, 2000, s. 120-129","","80-227-1391-0","SK","eng","10","","GA205/00/0480:GA ČR - GA105/00/1089:GA ČR","","AV0Z1030915","Mathematical Modelling of the Inter-Collector Transfer of Water Contaminants","","porous media - underground flow - transport of contaminants - finite element method","Mathematical model of groundwater flow and transport based on the mixed-hybrid formulationof the finite element method.Identification and evaluation of the transfer of contaminants between two aquifers divided by an aquitard in the area of Stráž pod Ralskem, Czech Republic, where the ISL mining of uranium was run.An interval of the most probable values of the vertical filtration coefficient of low-turonian semi-aquitard. Three model scenarios of cenomanian aquifer were calculated using calibrated model.","","","BA","","","ALGORITMY 2000. Conference on Scientific Computing /15./. Podbanské (SK), 10.09.2000-15.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124290","","1","","","","","","","","","",""
"0404008","C","Frydrych, D. - Maryška, Jiří - Mužák, Jiří - Severýn, O.","Maryška, Jiří - Mužák, Jiří","4","4","2","","Frydrych, D.; Maryška, Jiří; Mužák, Jiří; Severýn, O. Mathematical Modelling of a Uranium Mine Flooding. In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000 Bratislava: Vydavateĺstvo STU, 2000, s. 110-119. ISBN 80-227-1391-0. [ALGORITMY 2000. Conference on Scientific Computing /15./, Podbanské, 10.09.2000-15.09.2000, SK].","In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000. Bratislava: Vydavateĺstvo STU, 2000, s. 110-119","","80-227-1391-0","SK","eng","10","","GA205/96/0921:GA ČR","","AV0Z1030915","Mathematical Modelling of a Uranium Mine Flooding","","porous media flow - mixed-hybrid finite elements - groundwater flow modelling","Mathematical model of unsteady unsaturated porous media flow. A compact expression of the governing equations. It is discretized by Rothe method in time and by mixed-hybrid finite element method in space. A sketch of an existence proof for the mixed hybrid formulation. An iterative scheme for solution of the resulting nonlinear problem. An application to the modelling of flooding deep uranium mines after finishing the mining activities.","","","BA","","","ALGORITMY 2000. Conference on Scientific Computing /15./. Podbanské (SK), 10.09.2000-15.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124289","","1","","","","","","","","","",""
"0404007","C","Maryška, Jiří - Rozložník, Miroslav - Tůma, Miroslav","Maryška, Jiří - Rozložník, Miroslav - Tůma, Miroslav","3","3","3","","Maryška, Jiří; Rozložník, Miroslav; Tůma, Miroslav. Solution of Augmented Systems from a Mixed-Hybrid Finite Element Discretization of the Potential Fluid Flow Problem: Asymptotic Rates of Convergence. In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000 Bratislava: Vydavateĺstvo STU, 2000, s. 100-109. ISBN 80-227-1391-0. [ALGORITMY 2000. Conference on Scientific Computing /15./, Podbanské, 10.09.2000-15.09.2000, SK].","In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000. Bratislava: Vydavateĺstvo STU, 2000, s. 100-109","","80-227-1391-0","SK","eng","10","","GA201/98/P108:GA ČR - GA101/00/1035:GA ČR - GA201/00/0080:GA ČR","","AV0Z1030915","Solution of Augmented Systems from a Mixed-Hybrid Finite Element Discretization of the Potential Fluid Flow Problem: Asymptotic Rates of Convergence","","potential fluid flow problem - mixed-hybrid finite element approximation - symmetric indefinite linear systems - iterative solution - Schur complement system - null-space method - conjugate gradient-type methods - asymptotic rate of convergence","Several approaches for solving linear systems from a mixed hybrid finite element discretization of the Darcy's law and the continuity equation describing the potential fluid flow in porous media. Spectral properties of resulting symmetric but indefinite systems in terms of a mesh size parameter. Asymptotic rate of convergence of iterative solvers applied either to whole indefinite systems, to successive Schur complement systems or to systems projected onto certain null-space is estimated.","","","BA","","","ALGORITMY 2000. Conference on Scientific Computing /15./. Podbanské (SK), 10.09.2000-15.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124288","","1","","","","","","","","","",""
"0404006","C","Maryška, Jiří - Mužák, Jiří - Rozložník, Miroslav - Tůma, Miroslav","Maryška, Jiří - Mužák, Jiří - Rozložník, Miroslav - Tůma, Miroslav","4","4","4","","Maryška, Jiří; Mužák, Jiří; Rozložník, Miroslav; Tůma, Miroslav. Mathematical Modelling of the Underground Water Flow and Transport of Contaminants. In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000 Bratislava: Vydavateĺstvo STU, 2000, s. 85-93. ISBN 80-227-1391-0. [ALGORITMY 2000. Conference on Scientific Computing /15./, Podbanské, 10.09.2000-15.09.2000, SK].","In Handlovičová, A.; Komorníková, M.; Mikula, K.; Ševčovič, D. (ed.). ALGORITMY 2000. Bratislava: Vydavateĺstvo STU, 2000, s. 85-93","","80-227-1391-0","SK","eng","8","","GA101/00/1035:GA ČR - GA105/00/1089:GA ČR","","AV0Z1030915","Mathematical Modelling of the Underground Water Flow and Transport of Contaminants","","potential fluid flow problem - transport of chemical substances - governing equations - mixed-hybrid finite element approximation - symmetric indefinite linear systems","Mathematical modelling of unsteady flow and transport in underground porous media. Governing equations in compact form. They are discretized by Rothe method in time and by mixed-hybrid finite element method in space. Methods which provide an easy and robust way to solve both the flow and transport problems with mixtures of reacting contaminants. Basic components of such approach. An iterative scheme for solution of the resulting nonlinear problem.Treating transport of comtaminants.","","","BA","","","ALGORITMY 2000. Conference on Scientific Computing /15./. Podbanské (SK), 10.09.2000-15.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124287","","1","","","","","","","","","",""
"0404003","C","Nagy, J. - Strakoš, Zdeněk","Strakoš, Zdeněk","2","2","1","","Nagy, J.; Strakoš, Zdeněk. Enforcing Nonnegativity in Image Reconstruction Algorithms. In Wilson, D.C. (ed.). Mathematical Modeling, Estimation and Imaging SPIE, 2000, s. 182-190. Proceedings of SPIE, 4121.","In Wilson, D.C. (ed.). Mathematical Modeling, Estimation and Imaging. SPIE, 2000, s. 182-190. Proceedings of SPIE, 4121","","","US","eng","9","","","","AV0Z1030915","Enforcing Nonnegativity in Image Reconstruction Algorithms","","image restoration - image reconstruction - ill-posed problems - iterative methods - Krylov subspace - nonnegativity constraints","In image restoration and reconstruction applications, unconstrained Krylov subspace methods represent an attractive approach.They do not produce approximate solutions preserving nonnegativity.As a consequence the error of the computed approximate solution can be large.Enforcing a nonnegativity constraint can increase accuracy.This paper considers a nonnegatively constrained minimization algorithm.The algorithm can be more accurate and computationally competitive with unconstrained Krylov subspace methods.","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","59","10.1117/12.402439","wos:000165629400017","2-s2.0-0033661265","http://hdl.handle.net/11104/0124284","","","","","","","","","","","",""
"0404001","C","Hanzlíček, Petr - Přibík, Vladimír - Zvárová, Jana - Grünfeldová, H. - Peleška, Jan","Hanzlíček, Petr - Přibík, Vladimír - Zvárová, Jana - Peleška, Jan","5","5","4","","Hanzlíček, Petr; Přibík, Vladimír; Zvárová, Jana; Grünfeldová, H.; Peleška, Jan. Adaptation of ORCA EPR to Czech Healthcare Data Environment. In Jan, J.; Kozumplík, J.; Provazník, I.; Szabó, Z. (ed.). Analysis of Biomedical Signals and Images Brno: VUTIUM Press, 2000, s. 345-347. ISBN 80-214-1610-6. ISSN 1211-412X. [Biosignal 2000 /15./, Brno, 21.06.2000-23.06.2000, CZ].","In Jan, J.; Kozumplík, J.; Provazník, I.; Szabó, Z. (ed.). Analysis of Biomedical Signals and Images. Brno: VUTIUM Press, 2000, s. 345-347","","80-214-1610-6,1211-412X","CZ","eng","3","","","IN 4008:I4C-TripleC:XE","AV0Z1030915","Adaptation of ORCA EPR to Czech Healthcare Data Environment","","","In the paper we describe the situation concerning Czech data standards and requirements on health care providers. Further we compare the nowadays possibilities of the multimedia electronic patient record ORCA and its extension to fulfill Czech data standards and requirements.","","","BB","","","Biosignal 2000 /15./. Brno (CZ), 21.06.2000-23.06.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124282","","","","","","","","","","","",""
"0404000","C","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. Electronic Patient Records and Medical Guidelines in Telemedicine. In Jan, J.; Kozumplík, J.; Provazník, I.; Szabó, Z. (ed.). Analysis of Biomedical Signals and Images Brno: VUTIUM Press, 2000, s. 339-344. ISBN 80-214-1610-6. ISSN 1211-412X. [Biosignal 2000 /15./, Brno, 21.06.2000-23.06.2000, CZ].","In Jan, J.; Kozumplík, J.; Provazník, I.; Szabó, Z. (ed.). Analysis of Biomedical Signals and Images. Brno: VUTIUM Press, 2000, s. 339-344","","80-214-1610-6,1211-412X","CZ","eng","5","","","PL973121:MGT:XE","AV0Z1030915","Electronic Patient Records and Medical Guidelines in Telemedicine","","","With the development of information and communication technology, medical informatics research is focusing on development of electronic medical guidelines that should serve for effective support of medical decision based on direct interaction with electronic patient records. The paper gives the overview of the research in this medical informatics field and discusses its significance for telemedicine.","","","BB","","","Biosignal 2000 /15./. Brno (CZ), 21.06.2000-23.06.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124281","","","","","","","","","","","",""
"0403999","C","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. The Role of Electronic Patients Records and Medical Guidelines in Health Care. In Jávor, A.; van Eimeren, W.; Duru, G. (ed.). The 7th International Conference on System Science in Health Care Proceedings I Budapest: ISSSHC, 2000, s. 403-407. ISBN 963-86078-0-7. [International Conference /7./, Budapest, 29.05.2000-02.06.2000, HU].","In Jávor, A.; van Eimeren, W.; Duru, G. (ed.). The 7th International Conference on System Science in Health Care Proceedings I. Budapest: ISSSHC, 2000, s. 403-407","","963-86078-0-7","HU","eng","5","","","PL973121:MGT:XE","AV0Z1030915","The Role of Electronic Patients Records and Medical Guidelines in Health Care","","","New approaches for data collecting, storing and using for further research have been studied in several research European research projects.The software for multimedia electronic patient record Orca was developed. Electronic patient records should support decision-making procedures in medicine and health care. Medical information research is focusing on development of electronic medical guidelines that should serve for effective support of medical decision making.","","","BB","","","International Conference /7./. Budapest (HU), 29.05.2000-02.06.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124280","","","","","","","","","","","",""
"0403996","C","Kůrková, Věra","Kůrková, Věra","1","1","1","","Kůrková, Věra. Rates of Approximation by Neural Networks. In Sinčák, P.; Vaščák, J. (ed.). Quo Vadis Computational Intelligence? New Trends and Approaches in Computational Intelligence Heidelberg: PhysicaVerlag, 2000, s. 23-36. Studies in Fuzziness and Soft Computing, 54. ISBN 3-7908-1324-9. ISSN 1434-9922. [ISCI'2000 International Symposium on Computational Intelligence, Košice, 30.08.2000-01.09.2000, SK].","In Sinčák, P.; Vaščák, J. (ed.). Quo Vadis Computational Intelligence? New Trends and Approaches in Computational Intelligence. Heidelberg: PhysicaVerlag, 2000, s. 23-36. Studies in Fuzziness and Soft Computing, 54","","3-7908-1324-9,1434-9922","DE","eng","14","","GA201/99/0092:GA ČR - GA201/00/1482:GA ČR","","AV0Z1030915","Rates of Approximation by Neural Networks","","","A theoretical framework for investigation of complexity of feedforward networks measured by the number of hidden units is presented in the context of nonlinear approximation theory. Upper bounds on rates of approximation by neural networks are derived in terms of certain norms depending on types of computational units.","","","BA","invited paper","","ISCI'2000 International Symposium on Computational Intelligence. Košice (SK), 30.08.2000-01.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","4","","","","http://hdl.handle.net/11104/0124277","","","","","","","","","","","",""
"0403995","C","Kestřánek, Zdeněk","Kestřánek, Zdeněk","1","1","1","","Kestřánek, Zdeněk. H-Version of the FEM for the Contact Problem in Elasticity. In 16th IMACS World Congress 2000 on Scientific Computation, Applied Mathematics and Simulation Proceedings New Brunswick: IMACS, 2000. ISBN 3-9522075-1-9. [IMACS'2000, Lausanne, 21.08.2000-25.08.2000, CH].","In 16th IMACS World Congress 2000 on Scientific Computation, Applied Mathematics and Simulation Proceedings. New Brunswick: IMACS, 2000","","3-9522075-1-9","US","eng","","","","KIT 977006:XE","AV0Z1030915","H-Version of the FEM for the Contact Problem in Elasticity","","mesh refinement - error estimators - contact problem","Two main issues connected with the adaptive mesh refinement process are discussed in the contribution, namely the choice of a suitable local error estimator and also the selection of a robust element division algorithm. The paper focuses on modifications of corresponding algorithms to contact problem. A model geomechanical example is discussed.","","","BA","","","IMACS'2000. Lausanne (CH), 21.08.2000-25.08.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124276","","","","","","","","","","","",""
"0403994","C","Berrocal, J. - Nedoma, Jiří - Kestřánek, Zdeněk","Nedoma, Jiří - Kestřánek, Zdeněk","3","3","2","","Berrocal, J.; Nedoma, Jiří; Kestřánek, Zdeněk. Numerical Modelling of Tectonic Evolution of the Wadati-Benioff Zone Beneath the Andean Region. In 16th IMACS World Congress 2000 on Scientific Computation, Applied Mathematics and Simulation Proceedings New Brunswick: IMACS, 2000. ISBN 3-9522075-1-9. [IMACS'2000, Lausanne, 21.08.2000-25.08.2000, CH].","In 16th IMACS World Congress 2000 on Scientific Computation, Applied Mathematics and Simulation Proceedings. New Brunswick: IMACS, 2000","","3-9522075-1-9","US","eng","","","","KIT 977006:XE","AV0Z1030915","Numerical Modelling of Tectonic Evolution of the Wadati-Benioff Zone Beneath the Andean Region","","FEM - contact problem - geomechanics - Andes - plate tectonic","A new geodynamical model of the subduction of the Nazca plate beneath the South American plate and develop numerical modelling method for analysis and better understanding of the tectonic setting of the Wadati-Benioff zone beneath western parts of the South American plate. The Nazca plate moves during the time period shorter than a characteristic time. Numerically the problem represents a FEM approximation of the variational inequality problem.","","","BA","","","IMACS'2000. Lausanne (CH), 21.08.2000-25.08.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124275","","","","","","","","","","","",""
"0403993","C","Nedoma, Jiří - Klézl, Z. - Bartoš, M. - Kestřánek, Zdeněk - Kestřánek sen., Z.","Nedoma, Jiří - Kestřánek, Zdeněk","5","5","2","","Nedoma, Jiří; Klézl, Z.; Bartoš, M.; Kestřánek, Zdeněk; Kestřánek sen., Z. Numerical Modelling in Spinal Biomechanics. In 16th IMACS World Congress 2000 on Scientific Computation, Applied Mathematics and Simulation Proceedings New Brunswick: IMACS, 2000. ISBN 3-9522075-1-9. [IMACS'2000, Lausanne, 21.08.2000-25.08.2000, CH].","In 16th IMACS World Congress 2000 on Scientific Computation, Applied Mathematics and Simulation Proceedings. New Brunswick: IMACS, 2000","","3-9522075-1-9","US","eng","","","","","AV0Z1030915","Numerical Modelling in Spinal Biomechanics","","biomechanics - contact problem - FEM","The matematical model of spine based on the original geometry of the spine and /or its segments obtained from the CT or MRI and the theory of contact problems in non-linear elasticity (or plasticity) and the finite element method. Such problems are transformed into a sequence of linear problems.","","","BA","","","IMACS'2000. Lausanne (CH), 21.08.2000-25.08.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","","","","http://hdl.handle.net/11104/0124274","","","","","","","","","","","",""
"0403991","C","Savický, Petr - Sieling, D.","Savický, Petr","2","2","1","","Savický, Petr; Sieling, D. A Hierarchy Result for Read-Once Branching Programs with Restricted Parity Nondeterminism. In Nielsen, M.; Rovan, B. (ed.). Mathematical Foundations of Computer Science 2000, 25th International Symposium Proceedings Berlin: Springer, 2000, s. 650-659. Lecture Notes in Computer Science, 1893. ISBN 3-540-67901-4. ISSN 0302-9743. [MFCS'2000, Bratislava, 28.08.2000-01.09.2000, SK].","In Nielsen, M.; Rovan, B. (ed.). Mathematical Foundations of Computer Science 2000, 25th International Symposium Proceedings. Berlin: Springer, 2000, s. 650-659. Lecture Notes in Computer Science, 1893","","3-540-67901-4,0302-9743","DE","eng","10","","GA201/98/0717:GA ČR","","AV0Z1030915","A Hierarchy Result for Read-Once Branching Programs with Restricted Parity Nondeterminism","","","Restricted branching programs are considered in complexity theory in order to study the space complexity of sequential computations and in applications as a data structure for Boolean functions. A model motivated by the investigation of the power of restricted parity nondeterminism in branching programs is studied. Exponentional lower bound for an explicit function and a strict hierarchy w.r.t. to the degree of the nondeterministic node is presented.","","","BA","","","MFCS'2000. Bratislava (SK), 28.08.2000-01.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","7","10.1007/3-540-44612-5_60","","2-s2.0-84959213214","http://hdl.handle.net/11104/0124272","","","","","","","","","","","",""
"0403990","G","Masunaga, Y. - Pokorný, J. - Štuller, Július - Thalheim, B.","Štuller, Július","4","4","1","","Masunaga, Y. (ed.); Pokorný, J. (ed.); Štuller, Július (ed.); Thalheim, B. (ed.). Proceedings of Challenges. Symposium on Advances in Databases and Information Systems. Enlarged Fourth East-European Conference on Advances in Databases and Information Systems Praha: MATFYZPRESS, 2000. 274 s. ISBN 80-85863-56-1.","","80-85863-56-1","","DE","eng","274","","GA201/00/1489:GA ČR","","AV0Z1030915","Proceedings of Challenges. Symposium on Advances in Databases and Information Systems. Enlarged Fourth East-European Conference on Advances in Databases and Information Systems","","","","","","","","","ADBIS-DASFAA 2000. Prague (CZ), 05.09.2000-09.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","2000","2001","","","","","http://hdl.handle.net/11104/0124271","","","","","","","","","","","",""
"0403989","G","Štuller, Július - Pokorný, J. - Thalheim, B. - Masunaga, Y.","Štuller, Július","4","4","1","","Štuller, Július (ed.); Pokorný, J. (ed.); Thalheim, B. (ed.); Masunaga, Y. (ed.). Current Issues in Databases and Information Systems Berlin: Springer, 2000. 396 s. Lecture Notes in Computer Science, 1884. ISBN 3-540-67977-4. ISSN 0302-9743.","","3-540-67977-4,0302-9743","","DE","eng","396","","GA201/00/1489:GA ČR","","AV0Z1030915","Current Issues in Databases and Information Systems","","","","","","","","","ADBIS-DASFAA 2000. Prague (CZ), 05.09.2000-09.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","2000","2001","","10.1007/3-540-44472-6","","2-s2.0-84958662252","http://hdl.handle.net/11104/0124270","","","","","","","","","","","",""
"0403988","C","Wiedermann, Jiří","Wiedermann, Jiří","1","1","1","","Wiedermann, Jiří. Towards a Computational Theory of Everything. (Position Statement). In van Leeuwen, J.; Watanabe, O.; Hagiya, M.; Mosses, P. D.; Ito, T. (ed.). Theoretical Computer Science. Exploring New Frontiers of Theoretical Informatics Berlin: Springer, 2000, s. 614-615. Lecture Notes in Computer Science, 1872. ISBN 3-540-67823-9. ISSN 0302-9743. [IFIP TCS 2000, Sendai, 17.08.2000-19.08.2000, JP].","In van Leeuwen, J.; Watanabe, O.; Hagiya, M.; Mosses, P. D.; Ito, T. (ed.). Theoretical Computer Science. Exploring New Frontiers of Theoretical Informatics. Berlin: Springer, 2000, s. 614-615. Lecture Notes in Computer Science, 1872","","3-540-67823-9,0302-9743","DE","eng","2","","GA201/00/1489:GA ČR","","AV0Z1030915","Towards a Computational Theory of Everything. (Position Statement)","","","Is there any common algorithmic principle behind the evolution of the universe, of life, of the mind? Should the currently prevailing compoutational paradigms which are limited by the Church-Turing thesis be revised in favor of more powerful ones? Can real systems exist whose computational power is provably greater than that of Turing machines? Is there a computational theory of everything? These are provocative questions that should be on the agenda of computer science for the next decade.","","","BA","","","IFIP TCS 2000. Sendai (JP), 17.08.2000-19.08.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","","10.1007/3-540-44929-9_47","","2-s2.0-84879113609","http://hdl.handle.net/11104/0124269","","","","","","","","","","","",""
"0403987","C","van Leeuwen, J. - Wiedermann, Jiří","Wiedermann, Jiří","2","2","1","","van Leeuwen, J.; Wiedermann, Jiří. On the Power of Interactive Computing. In van Leeuwen, J.; Watanabe, O.; Hagiya, M.; Mosses, P. D.; Ito, T. (ed.). Theoretical Computer Science. Exploring New Frontiers of Theoretical Informatics Berlin: Springer, 2000, s. 619-623. Lecture Notes in Computer Science, 1872. ISBN 3-540-67823-9. ISSN 0302-9743. [IFIP TCS 2000, Sendai, 17.08.2000-19.08.2000, JP].","In van Leeuwen, J.; Watanabe, O.; Hagiya, M.; Mosses, P. D.; Ito, T. (ed.). Theoretical Computer Science. Exploring New Frontiers of Theoretical Informatics. Berlin: Springer, 2000, s. 619-623. Lecture Notes in Computer Science, 1872","","3-540-67823-9,0302-9743","DE","eng","5","","GA201/98/0717:GA ČR","IST-1999-14186:ALCOM-FT:XE","AV0Z1030915","On the Power of Interactive Computing","","","In a number of recent studies the question has arisen whether the familiar Church-Turing thesis is still adequate to capture the powers and limitations of modern computational systems. In this presentation we review two developments that may lead to an extension of the classical Turing machine paradigm: interactiveness, and global computing.","","","BA","invited paper","","IFIP TCS 2000. Sendai (JP), 17.08.2000-19.08.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","3","10.1007/3-540-44929-9_48","","2-s2.0-77954214243","http://hdl.handle.net/11104/0124268","","","","","","","","","","","",""
"0403986","C","van Leeuwen, J. - Wiedermann, Jiří","Wiedermann, Jiří","2","2","1","","van Leeuwen, J.; Wiedermann, Jiří. On Algorithms and Interaction. In Nielsen, M.; Rovan, B. (ed.). Mathematical Foundations of Computer Science 2000, 25th International Symposium Proceedings Berlin: Springer, 2000, s. 99-113. Lecture Notes in Computer Science, 1893. ISBN 3-540-67901-4. ISSN 0302-9743. [MFCS'2000, Bratislava, 28.08.2000-01.09.2000, SK].","In Nielsen, M.; Rovan, B. (ed.). Mathematical Foundations of Computer Science 2000, 25th International Symposium Proceedings. Berlin: Springer, 2000, s. 99-113. Lecture Notes in Computer Science, 1893","","3-540-67901-4,0302-9743","DE","eng","15","","GA201/98/0717:GA ČR","IST-1999-14186:ALCOM-FT:XE","AV0Z1030915","On Algorithms and Interaction","","","Many IT-systems behave very differently from classical machine models. To explore interaction from a computational viewpoint, we describe a generic model of an 'interactive machine' which interacts with the environment using single streams of input and output signals over a simple alphabet. Viewing the interactive machines as transducers of infinite streams of signals, we show that their interactive recognition and generation capabilities are identical.","","","BA","invited paper","","MFCS'2000. Bratislava (SK), 28.08.2000-01.09.2000","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2001","1","10.1007/3-540-44612-5_7","","2-s2.0-84959214611","http://hdl.handle.net/11104/0124267","","","","","","","","","","","",""
